,tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,writers,title,firstActor,actorCategory,newRating,primaryName,keys,show_title
5435,tt0043386,Casque d'Or,1952,99,CrimeDramaRomance,7.6,5625,JacquesBecker,JacquesBecker,Casque d'Or,Simone Signoret,actress,6.391836734693878,SimoneSignoret SergeReggiani ClaudeDauphin RaymondBussières,crimedramaromance jacquesbecker jacquesbecker simonesignoret sergereggiani claudedauphin raymondbussières,Casque d'Or (1952)
5436,tt0117603,Set It Off,1996,123,ActionCrimeDrama,6.8,16650,F.GaryGray,TakashiBufford,Le prix à payer,Jada Pinkett Smith,actress,6.391836734693877,JadaPinkettSmith QueenLatifah VivicaA.Fox KimberlyElise,actioncrimedrama f.garygray takashibufford jadapinkettsmith queenlatifah vivicaa.fox kimberlyelise,Le prix à payer (1996)
5437,tt0268690,Thirteen Conversations About One Thing,2001,104,Drama,7.0,11174,JillSprecher,KarenSprecher,Confidences intimes,Alan Arkin,actor,6.391828385027921,AlanArkin JohnTurturro MatthewMcConaughey DavidConnolly,drama jillsprecher karensprecher alanarkin johnturturro matthewmcconaughey davidconnolly,Confidences intimes (2001)
5438,tt0442268,Be with You,2004,119,DramaFantasyRomance,7.8,4825,NobuhiroDoi,TakujiIchikawa,Be with You,Yûko Takeuchi,actress,6.391785414920369,YûkoTakeuchi ShidôNakamura AkashiTakei KarenMiyama,dramafantasyromance nobuhirodoi takujiichikawa yûkotakeuchi shidônakamura akashitakei karenmiyama,Be with You (2004)
5439,tt0078269,The Silent Partner,1978,106,ComedyCrimeDrama,7.4,6736,CurtisHanson,CurtisHanson,L'argent de la banque,Elliott Gould,actor,6.391681371313336,ElliottGould ChristopherPlummer SusannahYork CélineLomez,comedycrimedrama curtishanson curtishanson elliottgould christopherplummer susannahyork célinelomez,L'argent de la banque (1978)
5440,tt0388125,In Her Shoes,2005,130,ComedyDramaRomance,6.5,62698,CurtisHanson,JenniferWeiner,In Her Shoes,Toni Collette,actress,6.391673698373965,ToniCollette CameronDiaz ShirleyMacLaine AnsonMount,comedydramaromance curtishanson jenniferweiner tonicollette camerondiaz shirleymaclaine ansonmount,In Her Shoes (2005)
5441,tt0072979,Female Trouble,1974,89,ComedyCrime,7.1,9587,JohnWaters,JohnWaters,Female Trouble,Divine,actor,6.391641368144101,Divine DavidLochary MaryVivianPearce MinkStole,comedycrime johnwaters johnwaters divine davidlochary maryvivianpearce minkstole,Female Trouble (1974)
5442,tt0055910,Sundays and Cybèle,1962,111,Drama,7.9,4502,SergeBourguignon,SergeBourguignon,Les Dimanches de Ville d'Avray,Hardy Krüger,actor,6.391627686258559,HardyKrüger NicoleCourcel PatriciaGozzi DanielIvernel,drama sergebourguignon sergebourguignon hardykrüger nicolecourcel patriciagozzi danielivernel,Les Dimanches de Ville d'Avray (1962)
5443,tt0131857,BASEketball,1998,103,ComedySport,6.5,62603,DavidZucker,DavidZucker,BASEketball,Trey Parker,actor,6.391556225243428,TreyParker MattStone DianBachar YasmineBleeth,comedysport davidzucker davidzucker treyparker mattstone dianbachar yasminebleeth,BASEketball (1998)
5444,tt0103671,American Me,1992,125,BiographyCrimeDrama,7.1,9569,EdwardJamesOlmos,FloydMutrux,Sans rémission,Edward James Olmos,actor,6.39127252740895,EdwardJamesOlmos WilliamForsythe SalLopez ViraMontes,biographycrimedrama edwardjamesolmos floydmutrux edwardjamesolmos williamforsythe sallopez viramontes,Sans rémission (1992)
5445,tt2388771,Mowgli: Legend of the Jungle,2018,104,AdventureDramaFantasy,6.5,62340,AndySerkis,CallieKloves,Mowgli : La Légende de la jungle,Christian Bale,actor,6.391229677123884,ChristianBale CateBlanchett BenedictCumberbatch NaomieHarris,adventuredramafantasy andyserkis calliekloves christianbale cateblanchett benedictcumberbatch naomieharris,Mowgli : La Légende de la jungle (2018)
5446,tt3179568,"Men, Women & Children",2014,119,ComedyDrama,6.6,32475,JasonReitman,ChadKultgen,"Men, Women & Children",Kaitlyn Dever,actress,6.391213571117877,KaitlynDever RosemarieDeWitt AnselElgort JenniferGarner,comedydrama jasonreitman chadkultgen kaitlyndever rosemariedewitt anselelgort jennifergarner,"Men, Women & Children (2014)"
5447,tt14217100,Ferry,2021,106,ActionCrimeDrama,7.0,11136,CeciliaVerheyden,NicoMoolenaar,Le Mauvais Camp,Frank Lammers,actor,6.3911888421518706,FrankLammers EliseSchaap HuubStapel RaymondThiry,actioncrimedrama ceciliaverheyden nicomoolenaar franklammers eliseschaap huubstapel raymondthiry,Le Mauvais Camp (2021)
5448,tt0262432,George Washington,2000,89,Drama,7.2,8381,DavidGordonGreen,DavidGordonGreen,George Washington,Candace Evanofski,actress,6.391156645996225,CandaceEvanofski DonaldHolden DamianJewanLee CurtisCottonIII,drama davidgordongreen davidgordongreen candaceevanofski donaldholden damianjewanlee curtiscottoniii,George Washington (2000)
5449,tt0062755,The Boston Strangler,1968,116,CrimeDramaMystery,7.1,9563,RichardFleischer,EdwardAnhalt,L'Étrangleur de Boston,Tony Curtis,actor,6.391149495124845,TonyCurtis HenryFonda GeorgeKennedy MikeKellin,crimedramamystery richardfleischer edwardanhalt tonycurtis henryfonda georgekennedy mikekellin,L'Étrangleur de Boston (1968)
5450,tt11306376,Jathi Ratnalu,2021,145,Comedy,7.3,7455,AnudeepK.V.,AnudeepK.V.,Jathi Ratnalu,Naveen Polishetty,actor,6.3910491449699585,NaveenPolishetty RahulRamakrishna Priyadarshi FariaAbdullah,comedy anudeepk.v. anudeepk.v. naveenpolishetty rahulramakrishna priyadarshi fariaabdullah,Jathi Ratnalu (2021)
5451,tt0079271,Hardcore,1979,108,CrimeDrama,7.0,11126,PaulSchrader,PaulSchrader,Hardcore,George C. Scott,actor,6.39102031777667,GeorgeC.Scott PeterBoyle SeasonHubley DickSargent,crimedrama paulschrader paulschrader georgec.scott peterboyle seasonhubley dicksargent,Hardcore (1979)
5452,tt0044060,Summer Interlude,1951,96,DramaRomance,7.5,6109,IngmarBergman,IngmarBergman,Jeux d'été,Maj-Britt Nilsson,actress,6.390996174740429,Maj-BrittNilsson BirgerMalmsten AlfKjellin AnnalisaEricson,dramaromance ingmarbergman ingmarbergman maj-brittnilsson birgermalmsten alfkjellin annalisaericson,Jeux d'été (1951)
5453,tt5595168,Kingsglaive: Final Fantasy XV,2016,110,ActionAdventureAnimation,6.7,21917,TakeshiNozue,TakashiHasegawa,Kingsglaive: Final Fantasy XV,Aaron Paul,actor,6.390943581217895,AaronPaul LenaHeadey SeanBean NeilNewbon,actionadventureanimation takeshinozue takashihasegawa aaronpaul lenaheadey seanbean neilnewbon,Kingsglaive: Final Fantasy XV (2016)
5454,tt0073114,The Story of Adele H,1975,96,BiographyDramaHistory,7.2,8372,FrançoisTruffaut,FrançoisTruffaut,L'histoire d'Adèle H.,Isabelle Adjani,actress,6.390938511326861,IsabelleAdjani BruceRobinson SylviaMarriott JosephBlatchley,biographydramahistory françoistruffaut françoistruffaut isabelleadjani brucerobinson sylviamarriott josephblatchley,L'histoire d'Adèle H. (1975)
5455,tt0489664,Shattered,2007,95,CrimeDramaThriller,6.6,32383,MikeBarker,WilliamMorrissey,Le chantage,Pierce Brosnan,actor,6.390878831709739,PierceBrosnan MariaBello GerardButler EmmaKarwandy,crimedramathriller mikebarker williammorrissey piercebrosnan mariabello gerardbutler emmakarwandy,Le chantage (2007)
5456,tt0443536,Hoodwinked,2005,80,AdventureAnimationComedy,6.5,62038,TonyLeech,ToddEdwards,La véritable histoire du Petit Chaperon Rouge,Anne Hathaway,actress,6.390852271421677,AnneHathaway GlennClose PatrickWarburton JimBelushi,adventureanimationcomedy tonyleech toddedwards annehathaway glennclose patrickwarburton jimbelushi,La véritable histoire du Petit Chaperon Rouge (2005)
5457,tt9130508,Cherry,2021,142,CrimeDrama,6.6,32375,JoeRusso,AngelaRusso-Otstot,Cherry,Tom Holland,actor,6.390849673202615,TomHolland CiaraBravo JackReynor ForrestGoodluck,crimedrama joerusso angelarusso-otstot tomholland ciarabravo jackreynor forrestgoodluck,Cherry (2021)
5458,tt0068334,The Candidate,1972,110,ComedyDrama,7.0,11113,MichaelRitchie,JeremyLarner,Votez Mc Kay,Robert Redford,actor,6.390801096558026,RobertRedford PeterBoyle MelvynDouglas DonPorter,comedydrama michaelritchie jeremylarner robertredford peterboyle melvyndouglas donporter,Votez Mc Kay (1972)
5459,tt0068655,The Tall Blond Man with One Black Shoe,1972,90,ComedyMystery,7.2,8366,YvesRobert,YvesRobert,Le grand blond avec une chaussure noire,Pierre Richard,actor,6.390793022837619,PierreRichard BernardBlier JeanRochefort MireilleDarc,comedymystery yvesrobert yvesrobert pierrerichard bernardblier jeanrochefort mireilledarc,Le grand blond avec une chaussure noire (1972)
5460,tt14614892,Dragon Ball Super: Super Hero,2022,100,ActionAdventureAnimation,7.2,8361,TetsuroKodama,AkiraToriyama,Dragon Ball Super: Super Hero,Yûko Minaguchi,actress,6.390671742453764,YûkoMinaguchi MasakoNozawa AyaHisakawa RyôHorikawa,actionadventureanimation tetsurokodama akiratoriyama yûkominaguchi masakonozawa ayahisakawa ryôhorikawa,Dragon Ball Super: Super Hero (2022)
5461,tt0052700,Compulsion,1959,103,BiographyCrimeDrama,7.4,6703,RichardFleischer,RichardMurphy,Le génie du mal,Orson Welles,actor,6.3906318014068075,OrsonWelles DeanStockwell DianeVarsi BradfordDillman,biographycrimedrama richardfleischer richardmurphy orsonwelles deanstockwell dianevarsi bradforddillman,Le génie du mal (1959)
5462,tt0366943,Reconstruction,2003,92,DramaRomance,7.3,7440,ChristofferBoe,ChristofferBoe,Reconstruction,Nikolaj Lie Kaas,actor,6.390628853267572,NikolajLieKaas MariaBonnevie KristerHenriksson KlausMulbjerg,dramaromance christofferboe christofferboe nikolajliekaas mariabonnevie kristerhenriksson klausmulbjerg,Reconstruction (2003)
5463,tt4451458,Endless Poetry,2016,128,BiographyDramaFantasy,7.5,6096,AlejandroJodorowsky,AlejandroJodorowsky,Poésie sans fin,Adan Jodorowsky,actor,6.390532544378698,AdanJodorowsky BrontisJodorowsky LeandroTaub PamelaFlores,biographydramafantasy alejandrojodorowsky alejandrojodorowsky adanjodorowsky brontisjodorowsky leandrotaub pamelaflores,Poésie sans fin (2016)
5464,tt0079820,The King and the Mockingbird,1980,83,AnimationFamilyFantasy,7.7,5162,PaulGrimault,HansChristianAndersen,Le roi et l'oiseau,Jean Martin,actor,6.390405145547378,JeanMartin PascalMazzotti RaymondBussières AgnèsViala,animationfamilyfantasy paulgrimault hanschristianandersen jeanmartin pascalmazzotti raymondbussières agnèsviala,Le roi et l'oiseau (1980)
5465,tt5740866,Whitney,2018,120,BiographyDocumentaryDrama,7.3,7431,KevinMacdonald,KevinMacdonald,Whitney,Ellen White,self,6.3903764916283805,EllenWhite MichaelHouston CissyHouston,biographydocumentarydrama kevinmacdonald kevinmacdonald ellenwhite michaelhouston cissyhouston,Whitney (2018)
5466,tt2975590,Batman v Superman: Dawn of Justice,2016,152,ActionAdventureSci-Fi,6.4,696518,ZackSnyder,ChrisTerrio,Batman v Superman : L'Aube de la justice,Ben Affleck,actor,6.3902982323379325,BenAffleck HenryCavill AmyAdams JesseEisenberg,actionadventuresci-fi zacksnyder christerrio benaffleck henrycavill amyadams jesseeisenberg,Batman v Superman : L'Aube de la justice (2016)
5467,tt11394180,Dick Johnson Is Dead,2020,89,BiographyDocumentaryDrama,7.4,6692,KirstenJohnson,NelsBangerter,Dick Johnson Is Dead,Michael Hilow,actor,6.390281459043292,MichaelHilow AnaHoffman DickJohnson KirstenJohnson,biographydocumentarydrama kirstenjohnson nelsbangerter michaelhilow anahoffman dickjohnson kirstenjohnson,Dick Johnson Is Dead (2020)
5468,tt0243609,To End All Wars,2001,125,ActionDramaWar,7.0,11077,DavidL.Cunningham,ErnestGordon,"Chungkai, le camp des survivants",Robert Carlyle,actor,6.390193197882308,RobertCarlyle KieferSutherland CiaránMcMenamin MarkStrong,actiondramawar davidl.cunningham ernestgordon robertcarlyle kiefersutherland ciaránmcmenamin markstrong,"Chungkai, le camp des survivants (2001)"
5469,tt5886440,Marrowbone,2017,110,AdventureDramaHorror,6.6,32178,SergioG.Sánchez,SergioG.Sánchez,Le secret des Marrowbone,George MacKay,actor,6.390129070621567,GeorgeMacKay AnyaTaylor-Joy CharlieHeaton MiaGoth,adventuredramahorror sergiog.sánchez sergiog.sánchez georgemackay anyataylor-joy charlieheaton miagoth,Le secret des Marrowbone (2017)
5470,tt0313443,Out of Time,2003,105,CrimeDramaMystery,6.5,61436,CarlFranklin,DavidCollard,Out of Time,Denzel Washington,actor,6.390092091258272,DenzelWashington SanaaLathan EvaMendes DeanCain,crimedramamystery carlfranklin davidcollard denzelwashington sanaalathan evamendes deancain,Out of Time (2003)
5471,tt0088194,Streets of Fire,1984,93,ActionCrimeDrama,6.7,21788,WalterHill,WalterHill,Les rues de feu,Michael Paré,actor,6.390091476446953,MichaelParé DianeLane RickMoranis AmyMadigan,actioncrimedrama walterhill walterhill michaelparé dianelane rickmoranis amymadigan,Les rues de feu (1984)
5472,tt1129435,The Beaches of Agnès,2008,112,BiographyDocumentary,8.0,4194,AgnèsVarda,AgnèsVarda,Les plages d'Agnès,Agnès Varda,self,6.390080153456189,AgnèsVarda AndréLubrano BlaiseFournier VincentFournier,biographydocumentary agnèsvarda agnèsvarda agnèsvarda andrélubrano blaisefournier vincentfournier,Les plages d'Agnès (2008)
5473,tt1951181,The Immigrant,2013,120,DramaRomance,6.6,32144,JamesGray,JamesGray,The Immigrant,Marion Cotillard,actress,6.390004199916001,MarionCotillard JoaquinPhoenix JeremyRenner DagmaraDominczyk,dramaromance jamesgray jamesgray marioncotillard joaquinphoenix jeremyrenner dagmaradominczyk,The Immigrant (2013)
5474,tt0029146,The Life of Emile Zola,1937,116,BiographyDrama,7.2,8332,WilliamDieterle,NormanReillyRaine,La vie d'Emile Zola,Paul Muni,actor,6.389967598703948,PaulMuni GaleSondergaard JosephSchildkraut GloriaHolden,biographydrama williamdieterle normanreillyraine paulmuni galesondergaard josephschildkraut gloriaholden,La vie d'Emile Zola (1937)
5475,tt0479537,Seraphim Falls,2006,115,ActionDramaThriller,6.6,32118,DavidVonAncken,DavidVonAncken,Seraphim Falls,Pierce Brosnan,actor,6.389908610245456,PierceBrosnan LiamNeeson AnjelicaHuston MichaelWincott,actiondramathriller davidvonancken davidvonancken piercebrosnan liamneeson anjelicahuston michaelwincott,Seraphim Falls (2006)
5476,tt0403508,The Sisterhood of the Traveling Pants,2005,119,ComedyDramaRomance,6.5,61228,KenKwapis,AnnBrashares,Quatre filles et un jean,Amber Tamblyn,actress,6.389826970357657,AmberTamblyn AlexisBledel AmericaFerrera BlakeLively,comedydramaromance kenkwapis annbrashares ambertamblyn alexisbledel americaferrera blakelively,Quatre filles et un jean (2005)
5477,tt0037536,The Bells of St. Mary's,1945,126,Drama,7.2,8326,LeoMcCarey,DudleyNichols,Les cloches de Sainte-Marie,Bing Crosby,actor,6.389821760787374,BingCrosby IngridBergman HenryTravers WilliamGargan,drama leomccarey dudleynichols bingcrosby ingridbergman henrytravers williamgargan,Les cloches de Sainte-Marie (1945)
5478,tt0246772,Mostly Martha,2001,109,ComedyDramaRomance,7.2,8318,SandraNettelbeck,SandraNettelbeck,Chère Martha,Martina Gedeck,actress,6.389627228525122,MartinaGedeck MaximeFoerste SergioCastellitto AugustZirner,comedydramaromance sandranettelbeck sandranettelbeck martinagedeck maximefoerste sergiocastellitto augustzirner,Chère Martha (2001)
5479,tt4645330,Denial,2016,109,BiographyDrama,6.7,21717,MickJackson,DeborahLipstadt,Le procès du siècle,Rachel Weisz,actress,6.389620480767173,RachelWeisz TomWilkinson TimothySpall AndrewScott,biographydrama mickjackson deborahlipstadt rachelweisz tomwilkinson timothyspall andrewscott,Le procès du siècle (2016)
5480,tt0066500,Hope,1970,100,Drama,8.1,3938,SerifGören,SerifGören,Espoir,Yilmaz Güney,actor,6.389446402653949,YilmazGüney GülsenAlniaçik TuncelKurtiz OsmanAlyanak,drama serifgören serifgören yilmazgüney gülsenalniaçik tuncelkurtiz osmanalyanak,Espoir (1970)
5481,tt0120036,Rosewood,1997,140,ActionDramaHistory,7.2,8310,JohnSingleton,GregoryPoirier,Rosewood,Jon Voight,actor,6.389432602821976,JonVoight VingRhames DonCheadle BruceMcGill,actiondramahistory johnsingleton gregorypoirier jonvoight vingrhames doncheadle brucemcgill,Rosewood (1997)
5482,tt0976060,Tokyo!,2008,112,ComedyDramaFantasy,7.0,11032,MichelGondry,GabrielleBell,Tokyo!,Ayako Fujitani,actress,6.38943161634103,AyakoFujitani RyôKase AyumiIto NaoÔmori,comedydramafantasy michelgondry gabriellebell ayakofujitani ryôkase ayumiito naoômori,Tokyo! (2008)
5483,tt0354668,Save the Green Planet!,2003,118,ComedyCrimeDrama,7.2,8308,Joon-HwanJang,Joon-HwanJang,Save the Green Planet!,Shin Ha-kyun,actor,6.389383931788158,ShinHa-kyun Yun-shikBaek Jung-minHwang Jae-yongLee,comedycrimedrama joon-hwanjang joon-hwanjang shinha-kyun yun-shikbaek jung-minhwang jae-yonglee,Save the Green Planet! (2003)
5484,tt7339826,Maquia: When the Promised Flower Blooms,2018,115,AdventureAnimationDrama,7.4,6660,MariOkada,MariOkada,Maquia,Manaka Iwami,actress,6.389260897030955,ManakaIwami MiyuIrino YôkoHikasa HiroakiHirata,adventureanimationdrama mariokada mariokada manakaiwami miyuirino yôkohikasa hiroakihirata,Maquia (2018)
5485,tt0103704,A Scene at the Sea,1991,101,ComedyDramaRomance,7.5,6058,TakeshiKitano,TakeshiKitano,A Scene at the Sea,Claude Maki,actor,6.389175091763796,ClaudeMaki HirokoÔshima SabuKawahara ToshizoFujiwara,comedydramaromance takeshikitano takeshikitano claudemaki hirokoôshima sabukawahara toshizofujiwara,A Scene at the Sea (1991)
5486,tt0037120,National Velvet,1944,123,DramaFamilySport,7.3,7379,ClarenceBrown,EnidBagnold,Le Grand National,Mickey Rooney,actor,6.388915655208622,MickeyRooney ElizabethTaylor DonaldCrisp AnneRevere,dramafamilysport clarencebrown enidbagnold mickeyrooney elizabethtaylor donaldcrisp annerevere,Le Grand National (1944)
5487,tt0066892,Carnal Knowledge,1971,98,Drama,6.9,13152,MikeNichols,JulesFeiffer,Ce plaisir qu'on dit charnel,Jack Nicholson,actor,6.38888655902705,JackNicholson CandiceBergen ArtGarfunkel Ann-Margret,drama mikenichols julesfeiffer jacknicholson candicebergen artgarfunkel ann-margret,Ce plaisir qu'on dit charnel (1971)
5488,tt0972883,Red,2008,93,DramaThriller,7.0,10997,LuckyMcKee,StephenSusco,Red,Brian Cox,actor,6.388837958718782,BrianCox NoelFisher KyleGallner ShilohFernandez,dramathriller luckymckee stephensusco briancox noelfisher kylegallner shilohfernandez,Red (2008)
5489,tt1405365,Celeste & Jesse Forever,2012,92,ComedyDramaRomance,6.6,31822,LeeTolandKrieger,RashidaJones,Celeste & Jesse Forever,Rashida Jones,actress,6.388814191686318,RashidaJones AndySamberg ElijahWood EmmaRoberts,comedydramaromance leetolandkrieger rashidajones rashidajones andysamberg elijahwood emmaroberts,Celeste & Jesse Forever (2012)
5490,tt0097889,Miracle Mile,1988,87,ActionDramaRomance,7.0,10992,SteveDeJarnatt,SteveDeJarnatt,Appel d'urgence,Anthony Edwards,actor,6.3887530562347195,AnthonyEdwards MareWinningham JohnAgar LouHancock,actiondramaromance stevedejarnatt stevedejarnatt anthonyedwards marewinningham johnagar louhancock,Appel d'urgence (1988)
5491,tt0047677,The Wild One,1953,79,CrimeDramaRomance,6.8,16333,LasloBenedek,JohnPaxton,L'équipée sauvage,Marlon Brando,actor,6.388706360535166,MarlonBrando MaryMurphy RobertKeith LeeMarvin,crimedramaromance laslobenedek johnpaxton marlonbrando marymurphy robertkeith leemarvin,L'équipée sauvage (1953)
5492,tt0067803,Summer of '42,1971,104,DramaRomance,7.2,8268,RobertMulligan,HermanRaucher,Un été 42,Jennifer O'Neill,actress,6.3884092821930984,JenniferO'Neill GaryGrimes JerryHouser OliverConant,dramaromance robertmulligan hermanraucher jennifero'neill garygrimes jerryhouser oliverconant,Un été 42 (1971)
5493,tt0045125,Scaramouche,1952,115,ActionAdventureComedy,7.5,6035,GeorgeSidney,RonaldMillar,Scaramouche,Stewart Granger,actor,6.38835186080232,StewartGranger JanetLeigh EleanorParker MelFerrer,actionadventurecomedy georgesidney ronaldmillar stewartgranger janetleigh eleanorparker melferrer,Scaramouche (1952)
5494,tt4799066,Midnight Sun,2018,91,DramaRomance,6.6,31696,ScottSpeer,KenjiBando,Midnight Sun,Bella Thorne,actress,6.388344856780019,BellaThorne PatrickSchwarzenegger RobRiggle QuinnShephard,dramaromance scottspeer kenjibando bellathorne patrickschwarzenegger robriggle quinnshephard,Midnight Sun (2018)
5495,tt0064940,Fellini Satyricon,1969,129,DramaFantasyHistory,6.8,16268,FedericoFellini,Petronius,Satyricon,Martin Potter,actor,6.388058544150432,MartinPotter HiramKeller MaxBorn SalvoRandone,dramafantasyhistory federicofellini petronius martinpotter hiramkeller maxborn salvorandone,Satyricon (1969)
5496,tt0062038,The Night of the Generals,1967,148,CrimeDramaMystery,7.2,8249,AnatoleLitvak,JosephKessel,La Nuit des généraux,Peter O'Toole,actor,6.387945502120365,PeterO'Toole OmarSharif TomCourtenay DonaldPleasence,crimedramamystery anatolelitvak josephkessel petero'toole omarsharif tomcourtenay donaldpleasence,La Nuit des généraux (1967)
5497,tt0120202,State and Main,2000,105,ComedyDrama,6.7,21464,DavidMamet,DavidMamet,Séquences et conséquences,Philip Seymour Hoffman,actor,6.38793044077135,PhilipSeymourHoffman WilliamH.Macy RebeccaPidgeon MichaelHiggins,comedydrama davidmamet davidmamet philipseymourhoffman williamh.macy rebeccapidgeon michaelhiggins,Séquences et conséquences (2000)
5498,tt0339230,Kopps,2003,90,ActionComedy,6.7,21458,JosefFares,JosefFares,Cops,Fares Fares,actor,6.387890137328339,FaresFares TorkelPetersson GöranRagnerstam SisselaKyle,actioncomedy joseffares joseffares faresfares torkelpetersson göranragnerstam sisselakyle,Cops (2003)
5499,tt6108178,Disobedience,2017,114,DramaRomance,6.6,31558,SebastiánLelio,SebastiánLelio,Désobéissance,Rachel Weisz,actress,6.387828423918808,RachelWeisz RachelMcAdams AlessandroNivola AntonLesser,dramaromance sebastiánlelio sebastiánlelio rachelweisz rachelmcadams alessandronivola antonlesser,Désobéissance (2017)
5500,tt0044789,Kansas City Confidential,1952,99,CrimeDramaFilm-Noir,7.3,7340,PhilKarlson,GeorgeBruce,Le quatrième homme,John Payne,actor,6.387816944959803,JohnPayne ColeenGray PrestonFoster NevilleBrand,crimedramafilm-noir philkarlson georgebruce johnpayne coleengray prestonfoster nevillebrand,Le quatrième homme (1952)
5501,tt0105585,Thunderheart,1992,119,CrimeMysteryThriller,6.8,16229,MichaelApted,JohnFusco,Coeur de tonnerre,Val Kilmer,actor,6.387668873850931,ValKilmer SamShepard GrahamGreene FredWard,crimemysterythriller michaelapted johnfusco valkilmer samshepard grahamgreene fredward,Coeur de tonnerre (1992)
5502,tt0096461,As Tears Go By,1988,102,CrimeDramaRomance,7.0,10928,Kar-WaiWong,JeffreyLau,As Tears Go By,Andy Lau,actor,6.387664217323537,AndyLau MaggieCheung JackyCheung AlexMan,crimedramaromance kar-waiwong jeffreylau andylau maggiecheung jackycheung alexman,As Tears Go By (1988)
5503,tt0092843,The Dead,1987,83,Drama,7.2,8229,JohnHuston,JamesJoyce,Gens de Dublin,Anjelica Huston,actress,6.387456739594932,AnjelicaHuston DonalMcCann HelenaCarroll CathleenDelany,drama johnhuston jamesjoyce anjelicahuston donalmccann helenacarroll cathleendelany,Gens de Dublin (1987)
5504,tt0091578,My Beautiful Laundrette,1985,97,ComedyDramaRomance,6.8,16206,StephenFrears,HanifKureishi,My Beautiful Laundrette,Saeed Jaffrey,actor,6.387438722516139,SaeedJaffrey RoshanSeth DanielDay-Lewis RichardGraham,comedydramaromance stephenfrears hanifkureishi saeedjaffrey roshanseth danielday-lewis richardgraham,My Beautiful Laundrette (1985)
5505,tt14182646,Vendhu Thanindhathu Kaadu,2022,177,ActionCrimeDrama,7.6,5513,GauthamVasudevMenon,Jayamohan,La forêt brûlée,Silambarasan Rajendar,actor,6.387402090912071,SilambarasanRajendar SiddhiIdnani RadhikaSarathkumar Appukutty,actioncrimedrama gauthamvasudevmenon jayamohan silambarasanrajendar siddhiidnani radhikasarathkumar appukutty,La forêt brûlée (2022)
5506,tt10187208,A Boy Called Christmas,2021,106,AdventureDramaFamily,6.7,21380,GilKenan,OlParker,Un garçon nommé Noël,Maggie Smith,actress,6.3873652436395,MaggieSmith IsabellaO'Sullivan JoelFry EdenLawrence,adventuredramafamily gilkenan olparker maggiesmith isabellao'sullivan joelfry edenlawrence,Un garçon nommé Noël (2021)
5507,tt0090350,Year of the Dragon,1985,134,ActionCrimeDrama,6.8,16196,MichaelCimino,RobertDaley,L'année du dragon,Mickey Rourke,actor,6.387338576560831,MickeyRourke JohnLone Ariane LeonardTermo,actioncrimedrama michaelcimino robertdaley mickeyrourke johnlone ariane leonardtermo,L'année du dragon (1985)
5508,tt1217637,Anything for Her,2008,96,CrimeDramaThriller,7.1,9374,FredCavayé,FredCavayé,Pour elle,Vincent Lindon,actor,6.387251992785244,VincentLindon DianeKruger LancelotRoch OlivierMarchal,crimedramathriller fredcavayé fredcavayé vincentlindon dianekruger lancelotroch oliviermarchal,Pour elle (2008)
5509,tt1645080,The Art of Getting By,2011,83,DramaRomance,6.5,59238,GavinWiesen,GavinWiesen,Le jour où je l'ai rencontrée,Freddie Highmore,actor,6.387224293074384,FreddieHighmore EmmaRoberts MichaelAngarano SashaSpielberg,dramaromance gavinwiesen gavinwiesen freddiehighmore emmaroberts michaelangarano sashaspielberg,Le jour où je l'ai rencontrée (2011)
5510,tt0489049,Fanboys,2009,120,AdventureComedyCrime,6.5,59190,KyleNewman,ErnestCline,Fanboys,Dan Fogler,actor,6.387159995248842,DanFogler JayBaruchel KristenBell SamHuntington,adventurecomedycrime kylenewman ernestcline danfogler jaybaruchel kristenbell samhuntington,Fanboys (2009)
5511,tt0098319,Shirley Valentine,1989,108,ComedyDramaRomance,7.2,8216,LewisGilbert,WillyRussell,Shirley Valentine,Pauline Collins,actress,6.3871387283237,PaulineCollins TomConti JuliaMcKenzie AlisonSteadman,comedydramaromance lewisgilbert willyrussell paulinecollins tomconti juliamckenzie alisonsteadman,Shirley Valentine (1989)
5512,tt13130760,Hit: The First Case,2022,132,ActionCrimeDrama,6.9,13021,SaileshKolanu,GirishKohli,HIT: The First Case,Rajkummar Rao,actor,6.387125535888062,RajkummarRao SanyaMalhotra AkhilIyer JatinGoswami,actioncrimedrama saileshkolanu girishkohli rajkummarrao sanyamalhotra akhiliyer jatingoswami,HIT: The First Case (2022)
5513,tt0053580,The Alamo,1960,162,AdventureDramaHistory,6.8,16161,JohnWayne,JamesEdwardGrant,Alamo,John Wayne,actor,6.386987682515002,JohnWayne RichardWidmark LaurenceHarvey FrankieAvalon,adventuredramahistory johnwayne jamesedwardgrant johnwayne richardwidmark laurenceharvey frankieavalon,Alamo (1960)
5514,tt0961097,A Monster in Paris,2011,90,AdventureAnimationComedy,6.7,21319,BiboBergeron,StéphaneKazandjian,Un monstre à Paris,Matthieu Chedid,actor,6.386953517994776,MatthieuChedid VanessaParadis GadElmaleh FrançoisCluzet,adventureanimationcomedy bibobergeron stéphanekazandjian matthieuchedid vanessaparadis gadelmaleh françoiscluzet,Un monstre à Paris (2011)
